Question:
What is the name of the top performing model in terms of Score score when benchmarked on the Cart Pole (OpenAI Gym) dataset?

Generated SPARQL:
 SELECT?model?model_lbl
     WHERE {
      ?dataset       a                orkgc:Dataset;
                      rdfs:label      ?dataset_lbl.
       FILTER (str(?dataset_lbl) = "Cart Pole (OpenAI Gym)")
      ?benchmark      orkgp:HAS_DATASET      ?dataset;
                      orkgp:HAS_EVALUATION   ?eval.
      ?eval           orkgp:HAS_VALUE        ?value;
                      orkgp:HAS_METRIC        ?metric.
      ?metric         rdfs:label              ?metric_lbl.
      ?cont          orkgp:HAS_BENCHMARK     ?benchmark;
                      orkgp:HAS_MODEL         ?model.
      ?model        rdfs:label              ?model_lbl.
      ?model      orkgp:HAS_MODEL_PERFORMancescore?perform.
      ?perform     rdfs:label              ?perform_lbl.
       FILTER (str(?perform_lbl) = "Score")
      ?model      orkgp:P31               ?model_lbl.
       ORDER BY DESC(?perform)
       LIMIT 1
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }     END
      }
