Question:
List the code links in papers that use the GPT-2 (small) model in any benchmark?

Generated SPARQL:
 PREFIX bio2vec: <http://www.openresearch.org/ontology/bio2vec/>
     PREFIX orkg: <http://www.openresearch.org/ontology/orkg/>
     PREFIX skos: <http://www.openresearch.org/ontology/skos/>
     PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX owl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX vocab: <http://www.openresearch.org/ontology/vocab/>
     PREFIX wot: <http://www.w3.org/ns/wot#>
     PREFIX schema: <http://schema.org/>
     PREFIX foaf: <http://xmlns.com/foaf/0.1/>
     PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
     PREFIX sems: <http://www.openresearch.org/ontology/sems/>
     PREFIX udd: <http://uddi.org/vocabulary#>
     PREFIX vocab: <http://purl.org/vocab/linguistics#>
     PREFIX dcat: <http://www.w3.org/ns/dcat#>
     PREFIX schema: <http://schema.org/>
     PREFIX bio2vec: <http://www.openresearch.org/ontology/bio2vec/>
     PREFIX orkg: <httphttp://www.openresearch.org/ontology/orkg/>
     PREFIX skos: <http://www.openresearch.org/ontology/skos/>
     PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX owl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX vocab: <http://www.openresearch.org/ontology/vocab/>
     PREFIX wot: <http://www.w3.org/ns/wot#>
     PREFIX schema: <http://schema.org/>
     PREFIX foaf: <http://xmlns.com/foaf/0.1/>
     PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
     PREFIX sems: <http://www.openresearch.org/ontology/sems/>
     PREFIX udd: <http://uddi.org/vocabulary#>
     PREFIX vocab: <http://purl.org/vocab/linguistics#>
     PREFIX dcat: <http://www.w3.org/ns/dcat#>
     PREFIX schema: <http://schema.org/>
     PREFIX bio2vec: <http://www.openresearch.org/ontology/bio2vec/>
     PREFIX orkg: <http://www.openresearch.org/ontology/orkg/>
     PREFIX skos: <http://www.openresearch.org/ontology/skos/>
     PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX owl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX vocab: <http://www.openresearch.org/ontology/vocab/>
     PREFIX wot: <http://www.w3.org/ns/wot#>
     PREFIX schema: <http://schema.org/>
     PREFIX foaf: <http://xmlns.com/foaf/0.1/>
     PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
     PREFIX sems: <http://www.openresearch.org/ontology/sems/>
     PREFIX udd: <http://uddi.org/vocabulary#>
     PREFIX vocab: <http://purl.org/vocab/linguistics#>
     PREFIX dcat: <http://www.w3.org/ns/dcat#>
     PREFIX schema: <http://schema.org/>
     PREFIX bio2vec: <http://www.openresearch.org/ontology/bio2vec/>
     PREFIX orkg: <httphttp://www.openresearch.org/ontology/orkg/>
     PREFIX skos: <http://www.openresearch.org/ontology/skos/>
     PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX owl: <http://www.w3.org/1999/02/22-rdf-syntax-ns#
