Question:
List the metrics that are used to evaluate models on the Atari 2600 HERO benchmark dataset?

Generated SPARQL:
 SELECT DISTINCT?metric?metric_lbl
     WHERE {
      ?dataset       a                orkgc:Dataset;
                      rdfs:label      ?dataset_lbl.
       FILTER (str(?dataset_lbl) = "Atari 2600 HERO")
      ?benchmark      orkgp:HAS_DATASET      ?dataset;
                      orkgp:HAS_EVALUATION   ?eval.
      ?eval           orkgp:HAS_METRIC        ?metric;
                      orkgp:HAS_VALUE         ?value.
      ?metric         rdfs:label              ?metric_lbl.
      }      ORDER BY (?metric_lbl)
    LIMIT 5
    ORKG Endpoints:
      - orkgc:Dataset
      - orkgp:HAS_DATASET
      - orkgp:HAS_EVALUATION
      - orkgp:HAS_METRIC
      - orkgp:HAS_VALUE
      - rdfs:label
      - orkgc:EvalSet
      - orkgp:Eval
      - orkgp:Dataset
      - orkgp:Metric
      - orkgp:Value
      - orkgp:Contribution
      - orkgp:DatasetContributor
      - orkgp:DatasetEvaluation
      - orkgp:DatasetEvaluator
      - orkgp:DatasetPaper
      - orkgp:DatasetVersion
      - orkgp:Evaluation
      - orkgp:MetricValue
      - orkgp:MetricPaper
      - orkgp:MetricVersion
      - orkgp:PapersWithContributors
      - orkgp:PapersWithEvaluations
      - orkgp:PapersWithTags
      - orkgp:Tags
      - orkgp:UsersWithContributions
      - orkgp:UsersWithEvaluations
      - orkgp:UsersWithPapers
      - orkgp:VersionPaper
      - orkgp:Versions
      - orkgp:ContributionPaper
      - orkgp:DatasetContribution
      - orkgp:DatasetVersionContrib
      - orkgp:DatasetEvaluationContrib
      - orkgp:DatasetEvaluatorContrib
      - orkgp:DatasetPaperContrib
      - orkgp:EvaluationContrib
      - orkgp:MetricContrib
      - orkgp:MetricValueContrib
      - orkgp:PapersWithContributorsContrib
      - orkgp:PapersWithEvaluationsContrib
      - orkgp:PapersWithTagsContrib
      - orkgp:TagsContrib
      - orkgp:UsersWithContributionsContrib
      - orkgp:UsersWithEvaluationsContrib
      - orkgp:UsersWithPapersContrib
      - orkgp:VersionPaperContrib
      - orkgp:VersionsContrib
      - orkgp:ContributionPaperContrib
      - orkgp:DatasetContributionContrib
      - orkgp:DatasetEvaluationContribContrib
      - orkgp:DatasetEvaluatorContribContrib
      - orkgp:DatasetPaperContribContrib
      - orkgp:EvaluationContribContrib
      - orkgp:MetricContribContrib
      - orkgp:MetricValueContribContrib
      - orkgp:PapersWithContributorsContribContrib
      - orkgp:PapersWithEvaluationsContribContrib
      - orkgp:PapersWithTagsContribContrib
      - orkgp:TagsContribContrib
      - orkgp:UsersWithContributionsContribContrib
      - orkgp:UsersWithEvaluationsContribContrib
      - orkgp:UsersWithPapersContribContrib
      - orkgp:VersionPaperContribContrib
      - orkgp:VersionsContribContrib
      - orkgp:ContributionPaperContribContrib
      - orkgp:DatasetContributionContribContrib
      - orkgp:DatasetEvaluationContribContribContrib
      - orkgp:DatasetEvaluatorContribContribContrib
      - orkgp:DatasetPaperContribContribContrib
      - orkgp:EvaluationContribContribContrib
      - orkgp:MetricContribContribContrib
      - orkgp:MetricValueContribContribContrib
      - orkgp:PapersWithContributorsContribContribContrib
      - orkgp:P
