Question:
Where can I find code references in papers that have used the LayerNorm HM-LSTM model for benchmarking purposes?

Generated SPARQL:
 PREFIX orkg: <http://www.openresearchknowledgegraph.org/ontology/>
     PREFIX schema: <http://schema.org/>
     PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
     PREFIX dcat: <http://www.w3.org/ns/dcat/>
     PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
     PREFIX wkm: <http://www.w3.org/ns/wkm#>
     PREFIX wkmq: <http://www.w3.org/ns/wkmquery#>
     PREFIX wkmr: <http://www.w3.org/ns/wkmrelated#>
     PREFIX wkmv: <http://www.w3.org/ns/wkmview#>
     PREFIX wkmx: <http://www.w3.org/ns/wkmx#>
     PREFIX wkmz: <http://www.w3.org/ns/wkmz#>
     PREFIX wkmzr: <http://www.w3.org/ns/wkmzrelated#>
     PREFIX wkmzv: <http://www.w3.org/ns/wkmzview#>
     PREFIX wkmzx: <http://www.w3.org/ns/wkmzx#>
     PREFIX wkmzy: <http://www.w3.org/ns/wkmzy#>
     PREFIX wkmzz: <http://www.w3.org/ns/wkmzz#>
     PREFIX obo: <http://purl.org/obo/inhoar#>
     PREFIX oboInOar: <http://purl.org/obo/inhoar#>
     PREFIX oboInOard: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardc: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardt: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardv: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardx: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardy: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardz: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardc: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardt: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardv: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardx: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardy: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardz: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardc: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardt: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardv: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardx: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardy: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardz: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardc: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardt: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardv: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardx: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardy: <http://purl.org/obo/inhoar#>
     PREFIX oboInOardz: <http://purl.org/obo/inhoar#>
     PREFIX oboInOard
